original_sentence,tiiuae-falcon-7b
"After five years, Ron will be four times as old as Maurice. If Ron's age now is 43, how old is Maurice now?","After five years, Ron will be four times as old as Maurice. If Ron's age now is 43, how old is Maurice now?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
"A pen costs $9 more than a pencil. If a pencil costs $2, find the total cost of both items.","A pen costs $9 more than a pencil. If a pencil costs $2, find the total cost of both items.
Question
Lost your password? Please enter your email address. You will receive a link and will create a new password via email.
Answers ( )
Answer:
$7
Explanation:
The cost of a pen is 9 more than that of a pencil.
We can write the cost of a pen and a pencil to find the total cost.
$9 + $2 = $11"
It takes 3 beehives to make enough wax to make 12 candles. How many hives does it take to make 96 candles?,"It takes 3 beehives to make enough wax to make 12 candles. How many hives does it take to make 96 candles?
There are 3 beehives, so 12 candles are being made.
What is the ratio of bees to hives?
There are 3 bees per hive. Bees make 12 candles per hive.
How many candles do 18 beehives make?
There are 3 beehives and each hive is made w/ 3 bees, so 18 bees = 54 candles.
How many candles are made in 8 beehives?
The bees will make 96 candles in 8 beehives.
How many candles are made in 30 beehives?
There are 3 bees per hive, so 30 beehives = 90 bees = 90 candles.
How many candles are made in 60 beehives?
There are 3 beehives in 60 beehives. 3 bees per hive = 60 bees. 60 bees = 60 candles.
How many candles are made in 72 beehives?
72 bee"
Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have altogether?,"Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have altogether?
Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have together?
The 5 times is the same as a multiple. So, if we divide the number of dolls in half (because there is a total of 16 dolls), we get 8 dolls.
The word “times” means “multiples”.
5 times means 5 times the number of dolls.
8 is 5 times 2.
So, 8 is 2 times the number of dolls.
2X8=16
Therefore, Hannah and her sister have 16 dolls.
2 times is the same as the “power of 2”.
When you see the word “times”, it means to multiply.
We learned about “times” in our previous lesson.
Remember when we looked at 3 times 5?
3 times 5 is the same as 3X5=15
In this case, we divide 5 to get the"
"Darma can eat 20 peanuts in 15 seconds. At this same rate, how many peanuts could she eat in 6 minutes?","Darma can eat 20 peanuts in 15 seconds. At this same rate, how many peanuts could she eat in 6 minutes?
- 40
- 60
- 120
- 240
Answer: (1) 120 120 peanuts
Explanation:-
If Darma can eat 20 peanuts in 15 seconds, then she can eat in 6 minutes = (20/15) x 6 = 120 peanuts.
Subscribe to our YouTube channel to learn more about the concepts from this article:
Try our FREE Mock Test for JEE.
Answer: (1) 120
Explanation:-
Now, we know that 1 peanut = 1/60 kg
Now, we know that 1 kg = 1000 g
Now, 120 kg = 120 x 1000 g = 120000 g
Now, 120000/1000 = 120 g
Now, 120 g * 60 = 7200 g
Now, 120 g = 7200/120000 = 0.06 kg
Now, "
Jim ran 16 miles in 2 hours while Frank ran 20 miles in 2 hours. How many more miles did Frank run than Jim in an hour?,"Jim ran 16 miles in 2 hours while Frank ran 20 miles in 2 hours. How many more miles did Frank run than Jim in an hour?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
There are 100 students in class and the ratio of boys to girls is 3:2. How many more boys than girls are there?,"There are 100 students in class and the ratio of boys to girls is 3:2. How many more boys than girls are there?
If there are 100 students and the ratio of boys to girls is 3:2, then,
100/3 = 33/2
100/3 = 33
33/2 = 16.5
So, 16.5 boys are more than girls."
14 less than two times the number of koi fish in the pond is 64. How many koi fish will you find in the pond?,"14 less than two times the number of koi fish in the pond is 64. How many koi fish will you find in the pond?
A) 64
B) 68
C) 72
D) 76
I’m not sure about this one. Here’s what I’m thinking.
The fish in the pond are numbered so that the first fish is 1 and the last fish 64. The fish in the pond at the beginning of the day are 1 and 2.
When we add a fish to the pond there are now 2 fish in the pond. The number of fish in the pond is 3.
The number of fish in the pond is 2 less than the number of fish in the pond 2 days ago.
The number of fish in the pond is 2 less than the number of fish in the pond 2 days ago.
We don’t know that the number of fish in the pond 2 days ago was 2. We are only told that the number of fish in the pond is 2 less than the number of fish in the pond 2 days ago.
We know that the number"
Mitchell has 30 pencils. He has 6 more pencils than Antonio. How many pencils does Mitchell and Antonio have together?,"Mitchell has 30 pencils. He has 6 more pencils than Antonio. How many pencils does Mitchell and Antonio have together?
I am going to start with the fact that 30 is the same as 36, so that makes things a little easier. I am going to add 5 and 5 because that will make things easier to work with.
30+5 = 35
35+5 = 40
40+5 = 45
45+5 = 50
50+5 = 55
55+5 = 60
60+5 = 65
65+5 = 70
70+5 = 75
75+5 = 80
80+5 = 85
85+5 = 90
90+5 = 95
95+5 = 100
100+5 = 105
105+5 = 110
110+5 = 115
115+5 = 120
120+5 = 125
125+5 = 130
130+5 = 135
135"
John buys 2 dozen cookies.  He eats 3.  How many cookies does he have left?,"John buys 2 dozen cookies.  He eats 3.  How many cookies does he have left?

John eats $10 worth of cookies.  (He eats 3 cookies 3 times)

John pays $15 for the cookies.  How much does he pay for each?

The answer is $1.25.
 It's the same thing.  If you multiply everything by 3, you're left with $3.75.  Now divide $3.75 by 3.  There are 3/3 cookies left.  Now multiply that by 3.  There are 9 left. You're assuming that John paid $15 for the $10 worth of cookies.  Then the $5 is the leftover.  So now he has 2 cookies (not 3) and $5. In the first problem you said $15 for the cookies.  Then in the second problem you said $10.  Now, I'm getting confused.  Who is John?  What exactly is he paying for? "
"Ember is half as old as Nate who is 14.  When she is 14 herself, how old will Nate be?","Ember is half as old as Nate who is 14.  When she is 14 herself, how old will Nate be?

1) If Nate is 14, and Ember will be 14 when she is half as old as Nate, then Ember will be 14 / 2 = 7.5 years old when Nate is 14.  That means that Nate is going to have his 7th birthday a year from today.

2) If Nate is 14, and Ember will be 14 when she is half as old as Nate, then Ember will be 14 years old when Nate is 14.  That means that Nate is going to have his 7th birthday a year from today.

3) If Nate is 14, and Ember will be 14 when she is half as old as Nate, then Ember will be 14 years old when Nate is 14.  That means that Nate is going to have his 7th birthday 3 years from today.

4) If Nate is 14, and Ember will be 14 when she is half as old as Nate,"
"The ratio of cows to bulls in a barn is 10:27. If there are 555 cattle on the farm, how many bulls are on the farm?","The ratio of cows to bulls in a barn is 10:27. If there are 555 cattle on the farm, how many bulls are on the farm?
The ratio of cows to bulls in a barn is 10:27. If there are 555 cattle on the farm, how many bulls are on the farm?
3 Answers | Add Yours
We need to calculate the ratio of cows to bulls in the barn.
The ratio of cows to bulls in the barn is 10:27 (10 cows to 27 bulls).
If there are 555 cows on the farm, there will be 555/10 = 55 bulls on the farm.
We need to find the ratio of cows to bulls on the farm.
We are given that there are 555 cattle on the farm and that there are 27 bulls in the barn.
27 : 555 = 0.05
We can now write this ratio as a proportion by multiplying each number by 100.
5 : 555 = 0.0009
We need to find the ratio of bulls to cows on the farm.
We are told that there are 555 cattle on the farm"
John buys cans of soup for buy 1 get one free.  He gets 30 cans with a normal price of $0.60.  How much does he pay?,"John buys cans of soup for buy 1 get one free.  He gets 30 cans with a normal price of $0.60.  How much does he pay?
"
Shelly has ten $10 bills and four fewer $5 bills. How much money does Shelly have in all?,"Shelly has ten $10 bills and four fewer $5 bills. How much money does Shelly have in all?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
How many cheese balls are in a 35oz barrel if the 24oz barrel has 60 servings and each serving has 12 cheese balls?,"How many cheese balls are in a 35oz barrel if the 24oz barrel has 60 servings and each serving has 12 cheese balls?
If there are 60 servings in the 35oz barrel, and each serving has 12 cheese balls, there are 540 (60x12) cheese balls in the 35oz barrel. ChaCha again!Answered -
Galleries
Related Questions
What type of cheese is in a cheese ball?
Cheese balls are usually made with cream cheese, cheddar or...
What is the best cheese for a cheese ball?
Some popular cheeses for cheese balls are Cheddar, Swiss, J...
What is a cheese ball?
A cheese ball is a soft cheese-like spread that is often s...
What is the name of the cheese ball from the 60's TV show ""The Odd Couple""?
The Cheese Ball on the 1968 TV show The Odd Couple was a 16...
What is a cheese ball?
A cheese ball is a soft, mild cheese spread, usually used i..."
"If Pam is currently twice as young as Rena is, and in 10 years Rena will be 5 years older than her, how old is Pam now?","If Pam is currently twice as young as Rena is, and in 10 years Rena will be 5 years older than her, how old is Pam now?
It's a bit of a trick question, but I'm curious to see if I can get some answers.
I'm also curious if anyone else has played with these.
2 comments:
My answer: 30.
The math is off (a bit) but I think the idea is to find the age of Rena, which would be 10 years ago from the time Pam would have been twice as old as Rena, which would be 5 years ago. That would make Rena 15.
So I would say 5 years plus 15 years = 20 years.
But I think you have to be a bit flexible with the ""twice as old"" thing. If Pam had been 2 years older than Rena, I would have gone with 5 years.
I like the trick.
My answer: 20 years.
My reasoning:
Pam is older than Rena, so she's twice as old as Rena.
10 years ago, Pam would have been 5 years old."
"Two years ago, Jared was twice as old as Tom. If Tom will be 30 in five years, how old is Jared now?","Two years ago, Jared was twice as old as Tom. If Tom will be 30 in five years, how old is Jared now?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
